Actual word in English,Actual word in Hindi,Predicted word in Hindi
jeenon,जीनों,जीनों
ghareebon,ग़रीबों,घरीबों]
taraashakar,तराशकर,तराशकर
observer,ऑब्जर्वर,ओबरवर]##
aarya,आर्यो,आर्य]
ukhad,उखड,उखड
saathsaath,साथसाथ,साथसाठ
packagon,पैकेजों,पकागों]
hindon,हिंडन,हिंडो
aprihary,अपरिहार्य,अपृहर्य]#
manzil,मंजिल,मांजि
lx,एलएक्स,एलएक्स
karvi,कर्वी,करवी]
dubhashiyon,दुभाषियों,दुभाशियों
rikannekting,रिकनेक्टिंग,रिकनेंटिक्स
wind,विंड,विंड
client,क्लांइट,क्लाइंट
shararat,शरारत,शररत]
ventura,वेंचुरा,वेंतुरा
rollins,रोलिंस,रोलिंस
haynes,हैन्स,हायने
niketan,निकेतन,निकेटन
krantiyon,क्रांतियों,क्रांतियों
twin,ट्विन,ट्विन
divya,दिव्य,दिव्य
gidgidate,गिड़गिड़ाते,गिडगिडेट]##
nigmaayukt,निगमायुक्त,निगमायुक्त
gabalee,गबली,गबली
novato,नोवाटो,नोवाटो
rishwatkhor,रिश्वतखोर,रिश्वातखो
faansi,फांसी,फाँसी
garjana,गर्जना,गरजाना
nihlani,निहलानी,निहलानी
pintaa,पिंटा,पिंटा
greer,ग्रीर,ग्रीर
lewisville,लेविसविल,लीविस्वि
prakaashit,प्रकाषित,प्रकाषित
clariant,क्लैरिएंट,क्लारियंट
khaayal,क़ायल,खायल]
dwiarthi,द्विअर्थी,द्विअर्थी
raakhe,राखे,राखे
bulandshahr,बुलंदशहर,बुलंदश्ह
stafford,स्टेफोर्ड,स्टैफर्ड]
najariyon,नजरियों,नजरियों
world,वर्ल्ड,वोर्ल्
jeevniyaan,जीवनियां,जीवनियां
parmeshwarpur,परमेश्वरपुर,पर्मेश्वरपु
uthanee,उठनी,उठनी
nyootriyo,न्यूट्रियो,न्यूत्रियो
jetha,जेठा,जेथा
baagbagichon,बागबगीचों,बागबागिचो
suchikitsaa,सुचिकित्सा,सुचिकित्सा
nagmandal,नागमण्डल,नगमंडल]#
pradadhikariyon,प्रदाधिकारियों,प्रदाधिकारियों
urvarta,उर्वरता,अर्वरता
neal,नील,नेल
kriptocurrencyon,क्रिप्टोकरेंसियों,क्रिप्टोक्रोरेंशन
svaayattshaasan,स्वायत्तशासन,स्वावत्यकाषण
zarda,जर्दा,ज़रदा
uplakshya,उपलक्ष्य,उपलक्ष्य
chhudwaya,छुड़वाया,छुड़वाया
vidagdhaa,विदग्धा,विदागधा
mukhyamantripatana,मुख्यमंत्रीपटना,मुख्यमंत्रीपण्त
gene,जैने,जेन]
ratanpur,रतनपुर,रतनपुर
mhantam,महानतम,महानतम
guna,गुना,गुना
mtech,एमटेक,एमटीई
denevali,देनेवाली,देनेवली]
naabhikund,नाभिकुंड,नाभिकुंड
visheshanon,विशेषणों,विशेषणों
langaron,लंगरों,लंगारो
polythenon,पॉलिथीनों,पोलिथेनों
sambit,संबित,सम्बि
dhundh,ढूंढ,ढूंढ
haan,हां,हाँ
takra,टकरा,तकरा
dhandhekhori,धंधेखोरी,धंधेखोरी
pulinde,पुलिंदे,पुलिंदे
epoklips,एपोक्लिप्स,इपोक्लिप्स
vigyaanapeediyaa,विज्ञानपीडिया,विज्ञानपैलिया
mahoney,महोनी,महोनी
poonjitantra,पूंजीतंत्र,पूंजीतंत्र
khare,खरे,खरे
ekstactor,एक्सटेक्टर,एकस्टैक्टर
zunheboto,ज़ुन्हेबोटो,जुनेहबोटो]#
priyamani,प्रियामणि,प्रियामान
sawaal,सवाल,सवाल
sukhakar,सूखाकर,सुखाकर
aalochak,आलोचक,आलोचक
phaans,फाँस,फांस
jayalalitaa,जयललिता,जयलिलता
amjhera,अमझेरा,अमझेरा
bombay,बॉम्बे,बोम्बे
vyagra,व्यग्र,व्याग्
apnani,अपनानी,अपनानी
risane,रिसने,रिसान
chhure,छुरे,छुरे
charlotte,शार्लेट,चार्लोट
jose,जोस,जोस
raileeh,रैलीः,राईले
mejbaan,मेज़बान,मेजबां]
dhandhanya,धनधान्य,धनधन्या
dabur,डाबर,डाबु
bsss,बीएसएसएस,बीएसएसए]
najib,नजीब,नाजि
avsthayen,अवस्थाएं,अवस्थयें
jabalpur,जबलपुर,जबलपुर
dharmanirpekshtaake,धर्मनिरपेक्षताके,धर्मनिरपेक्षतेके
farmer,फार्मर,फार्मर
nacl,एनएसीएल,एनएसीसी
somerville,समरविल,सोमरवि
bull,बुल,बुल
jhulae,झुलए,झुला
khagyaar,खग्यार,खाग्या
meharaam,मेहराम,मेहराम
dhasmana,धस्माना,धस्मना]
ripan,रिपन,रिपन
bhagdaud,भागदौड़,भगडौड़]
mithya,मिथ्या,मिथ्या
lalaaniyaa,ललानिया,ललानिया
bhulon,भूलों,भूलों
vadali,वडाली,वडली]
nagappattinam,नागापट्टिनम,नागपपत्निम]
vaimanya,वैमनस्य,वैमन्य]
biggest,बिगेस्ट,बिगेस्ट
jodta,जोड़ता,जोड़ता
mahattaron,महत्तरों,महत्तरों
orchha,ओरछा,ओर्छ
dhairyavaan,धैर्यवान,धैर्यवान
sund,सूंड़,संड]#
prince,प्रिंस,प्रिंस
zuban,ज़ुबान,ज़ुबान
camstudio,कैमस्टूडियो,कैमस्टुडियो
yooropiyaa,यूरोपिया,यूरोपिया
meza,मेज़ा,मेज़ा
bhusawal,भुसावल,भूसावल
gayatri,गायत्री,गयत्री]
ware,वेयर,वारे
buddhizeevon,बुद्धिजीवों,बुद्धिजीवों
enth,ऐंठ,एन्
radar,रदर,रदर
ilayachi,इलाइची,इलायची
ubaal,उबाल,उबाल
shreeganganagarwaasiyon,श्रीगंगानगरवासियों,श्रीगणगानागरासिवास
fitzgerald,फिजराल्ड़,फिटजेगरल]
jeevanshaili,जीवनशैली,जीवनशैली
chart,चार्ट,चार्ट
sargi,सरगी,सर्ग
vedon,वेदों,वेडों
murmur,मरमर,मुमर
bhaate,भाते,भाते
wipkha,विप्ख,विक्प
bayaane,बयाने,बयाने
madanaganja,मदनगंज,मदानगं
packageon,पैकेजों,पैकेजिय
varnankartaaon,वर्णनकर्ताओं,वर्णांकरांत]
jyada,ज़यादा,ज्याडा
lokotsaw,लोकोत्सव,लोकोत्सव
tewree,तेवरी,तेवीर
jhaugunj,झाउगंज,झौगुंज
malwan,मालवान,मालवान
tadanrusti,तदंरुस्ती,तदारनस्ती
el,ऐल,ईए
qabzaa,क़ब्ज़ा,क़ब्ज़ा
susanskrit,सुसंस्कृत,सुसंस्कृत
sandhol,संधोल,संधोल
aamariyapadha,आमरियापाड़ा,आमरियपधा]##
haabban,हाब्बन,हाबबान
bowling,बाउलिंग,बोवलिंग
rasme,रस्मे,रसमे]
emdablyupiel,एमडब्ल्यूपीएल,एमडेबलिप्ली]#
vidhaaon,विद्याओं,विधाओं]#
bowie,बोवी,बोवी
chennai,चेन्नई,चेन्नई
kamaljeet,कमलजीत,कमलजीत
singha,सिंहा,सिंघा
pensiondhariyon,पेंशनधारियों,पेंसिहोंडारि
barah,बारह,बरह]
dubana,डूबना,दुबना
esetal,एसेटल,इसेटल
chouhan,चौहान,चौहान
phalne,फलने,फलने
siddhaarthah,सिद्धार्थः,सिद्धार्थः
apex,एपेक्स,अपेक्स
dalton,डाल्टन,डल्टन]
shrikhand,श्रीखंड,श्रीखंड
textiles,टेक्सटाइल्स,टेक्सटिल्स]
agarwal,अग्रवाल,अगरवाल]
mithyaachariyon,मिथ्याचारियों,मिथ्याचारियों
cement,सिमटे,सीमें
kraanfrensing,क्रान्फ्रेंसिंग,क्राफ़्रेंसिंग]
sanskrutiyon,संस्कृतियों,संस्कृतियों
dhankkar,ढंककर,ढनककर
nizamabad,निज़ामाबाद,निज़मबाद]#
chhatenee,छतेनी,छतेनी
dushkriyaa,दुष्क्रिया,दुष्क्रिया
sasaram,सासाराम,ससरम]##
chidhte,चिढ़ते,चिध्ते
lamba,लाम्बा,लाम्बा
lautis,लउटिस,लॉटिस
khaen,खाएँ,खें]
dhndhe,धंधे,ढढ्ढ
antayant,अन्त्यन्त,अंतयन्त]#
mass,मास,मास
baraamad,बरामद,बरामद
kremistry,क्रेमिस्ट्री,क्रीमिस्ट्री
uthanevale,उठनेवाले,उठनेवाले
lehna,लहना,लहना
siragitti,सिरगिट्टी,सिरागिट्ट
control,कंट्रोल,कॉन्ट्र
andaajee,अंदाजी,अंदाजी
cateline,कैटलिन,कैटेलि
pakshpat,पक्षपात,पक्षपत]
fodo,फोड़ों,फोडो]#
franciska,फ्रांसिस्का,फ्रैनसिक्सा
prayogaprushth,प्रयोगपृष्ठ,प्रयोगापूर्
krantidhara,क्रांतिधरा,क्रांतिधार
daishwala,डैशवाला,दैशवाला
khurasan,खुरासान,खुरसन]#
quarantine,क्वॉरेनटाइन,क्वारंटीन]#
fond,फोंड,फोंड
pakshapat,पक्षपात,पक्षपत]
putla,पुतला,पुतला
truth,ट्रुथ,त्रुथ
sathsath,साथसाथ,सथसाठ]
mohim,मोहिम,मोहीम
johnson,जॉनसन,जोहनस
cpm,सीपीएम,सीपीएम
bataaya,बाताया,बताया]
palmer,पाल्मर,पालमर]
tughlaqabad,तुगलकाबाद,तुघलाकाबा
apcotex,एपकोटेक्स,एपॉकटेक्स
hairam,हैरम,हैरा
sarebajar,सरेबाजार,सरेबाजर]
jerusalem,येरुशलम,जेरूसेल
mold,मोल्ड,मोल्ड
warnankartaaon,वर्णनकर्ताओं,वर्णांकरणाओं
hooper,हूपर,हूपर
waters,वाटर्स,वाटर्स
lubhaate,लुभाते,लुभाते
fefda,फेफड़ा,फेफडा]
kamottejna,कामोत्तेजना,कमोत्जेना]#
dampati,दंपति,दम्पत
soya,सोया,सोया
barbartapurna,बर्बरतापूर्ण,बर्बरतापूर्ण
tadipar,तड़ीपार,ताडीपर]
lutf,लुत्फ,लूट]#
tariko,तरीको,तरिको
chataa,चता,चता
pittman,पिटमैन,पित्मन
pahla,पहला,पहला
multimedia,मल्टीमीडिया,मुल्टीमीडिय
tyohaar,त्यौहार,त्योहार
label,लेबल,लबेल
le,ले,ले
tirthatan,तीर्थाटन,तीर्थतन]
satuaa,सतुआ,सतुआ
vargas,वर्गस,वर्गा
dabolim,डाबोलिम,डबॉलिम]
soochnaah,सूचनाः,सूचनाह
labelling,लेबलिंग,लबेलिंग
roseville,रोज़विल,रोसविले
phaaeebrets,फ़ाईब्रेट्स,फाईबर्ट्स]#
aalto,ऑल्टो,आल्टो
partanee,परतानी,पर्तनी
asmitaon,अस्मिताओं,अस्मिताओं
want,वांट,वांट
tadpatee,तड़पती,तदपती]
patel,पटेल,पतेल
kaaji,काजी,काजी
dostanapurna,दोस्तानापूर्ण,दोस्तानापूर्ण
kshetron,क्षेत्राें,क्षेत्रों]
lynch,लिंच,लिंच
state,स्टेट,स्टेट
ragon,रागों,रागों
malhotra,मल्होत्रा,मलहोत्र]#
pragyatantra,प्रज्ञातंत्र,प्रज्ञात्त्र
duneerti,दुर्नीति,दुनेरती]
crosse,क्रॉस,क्रोस
avyavasayi,अव्यवसायी,अव्यवसायी
dhiryawaan,धैर्यवान,धिर्यवां
time,टाइम,टिम]
ashariri,अशरीरी,अशरीरी
chandradas,चन्द्रदास,चंद्रदास]
jyotishi,ज्योतिषि,ज्योतिषी
alexandria,एलेक्जेंड्रिया,अलेक्सांडरी]##
bewakoofaanaa,बेवकूफाना,बेवाकूफ़ा
sirpur,सिरपुर,सिरपुर
uzbek,उज़्बेक,उज़बेक]
kharuvaar,खरुवार,खारुवा
dharmaviheenataa,धर्मविहीनता,धर्मविहीनता
surendranagar,सुरेंद्रनगर,सुरेन्दरनाग
aalha,आल्हा,आल्हा
arunachal,अरुणाचल,अरुणचल]
krueger,क्रुएगर,क्रूजर]
bagli,बागली,बगली]
davindarpaal,दविन्दरपाल,दविंदरापाल
chaplusi,चापलूसी,चैप्लसी
sanskariyon,संस्कारियों,संसकारियों]
engines,इंजन्स,इंजिन्
mendez,मेंडेज़,मेंडेज]
siyah,सियाह,सियाह
gujaarane,गुजारने,गुजारने
gajara,गजरा,गजार
kavi,कवि,कवी
midnapore,मिदनापुर,मिडनापोर
vrutton,वृत्तों,व्रुत्त
sirmon,सिरमोन,सिरमों
vartman,वर्तमान,वर्तमन]
ubhrega,उभरेगा,अभरेगा
pilot,पायलट,पिलोट
narbhakshi,नरभक्षी,नरभक्षी
entreeks,एंट्रीक्स,एंट्रिक्स
dayton,डेटन,डाइट
badoo,बडू,बदू
allrounder,ऑलराउंडर,अलरोंडर]
nishra,निश्रा,निश्रा
wadhawan,वधावन,वाधाव
jensen,जेन्सन,जेनसेन
pali,पाली,पाली
trimasik,त्रैमासिक,त्रिमासिक
attraikt,अट्रैक्ट,अत्रैक्त
vavidyaalaya,वविद्यालय,वाविद्याल
chandan,चंदन,चंदन
mega,मेगा,मेगा
mansfield,मैन्सफील्ड,मैंसफिल्ड]
mattancheri,मट्टानचेरी,मत्तांचेरी
navketan,नवकेतन,नवकेतन
kamtar,कमतर,कमता
pityooniya,पिट्यूनिया,पित्युनिया
purooshottampur,पुरूषोत्तमपुर,पुरोष्टोप्तमू
tapan,तपन,तपन
jubaan,ज़ुबान,जुबान]
enseeaardablyoosee,एनसीआरडब्ल्यूसी,एनसाइडर्ब्युलीज
haimbalin,हैम्बलिन,हैंबलिन]
aaraam,आराम,आराम
yashpal,यशपाल,यशपाल
wokha,वोखा,वोखा
chhetri,छेत्री,छेत्री
omaxe,ओमैक्स,ओमाक्स
parween,परवीन,परवीं
kukreja,कुकरेजा,कुकरेजा
premphalah,प्रेमफलः,प्रेमफलह
narmi,नरमी,नर्म
shrinkhalaon,श्रंखलाओं,शृंखलाओं]
avrodhak,अवरोधक,अवरोधक
teeron,तीरों,टीरों
ganesha,गणेशा,गणेशा
jhada,झाड़ा,झड़ा]
anupama,अनुपमा,अनुपमा
talabgaar,तलबगार,तालबगा
bindal,बिन्दल,बिंदल]
zavala,ज़वाला,ज़वला]
aamriyapada,आमरियापाड़ा,आमर्यपाड़ा]
pratinidhikaree,प्रतिनिधिकारी,प्रतिनिधिकरे]
halmatpuraa,हलमतपुरा,हल्पत्मु
boodam,बूदम,बूदम
macias,मैकियास,मैसियास
medical,मेडीकल,मेडिकल
respecting,रिस्पेक्टिंग,रिस्पेक्टिंग
ranjkta,रंजकता,रांजकत
da,दा,ा]
suction,सक्शन,सक्शन
bhumi,भूमी,भूमी
tyoharon,त्यौहारों,त्योहरों]
rangate,रंगते,रंगते
uttra,उत्तरा,यूट्ट्
penshandhaariyon,पेंशनधारियों,पेंशाधार्यिन
karykartaaon,कार्यकर्ताओं,कार्यकर्ताओं
vidyaaon,विद्याओं,विद्याओं
dafan,द़फन,दफान
sarhind,सरहिंद,सरहिंद
khaaskar,ख़ासकर,खासकर]
raith,रैथ,राइ
gudagaunw,गुडगौंव,गुड़ागा
sahab,साहब,सहब]
udaanon,उड़ानों,उदानों]
majesco,मेजेस्को,मजेस्को]
pushpa,पुष्पा,पुष्पा
keshari,केशरी,केशरी
bombi,बांबी,बोम्ब
kargil,कारगिल,कार्गि
takara,टकरा,टकरा
biji,बिजी,बिजी
chrome,क्रोम,क्रोम
stithi,स्तिथि,स्तिथि
gulf,गल्फ,गुल्
kaaloniwaasiyon,कालोनीवासियों,कालोनविसायिनो
aavritiyon,आवृत्तियों,आवृतियों]#
suhanubhooti,सुहानुभूति,सुहनुभूति]
chamach,चमच,चमा
virodhabhasi,विरोधाभासी,विरोधावासी
saabhaar,साभार,साभार
allcargo,ऑलकार्गो,अल्लाक्र
harana,हारना,हरना]
avyavasayee,अव्यवसायी,अव्वयसावी
pravinses,प्राविंसेस,प्रविनस]##
chhetthari,छेत्री,छेत्थर
pratishthi,प्रतिष्ठी,प्रतिष्ठी
sapa,सपा्,सपा]
patki,पटकी,पटकी
parchiyon,पर्चियों,पर्चियों
prativad,प्रतिवाद,प्रतिवाद
liphaaphaa,लिफ़ाफ़ा,लिफाफा]#
darshana,दर्शाना,दर्शना]
garrison,गेरीसन,गार्रि
aakandon,आकंड़ों,आकांडों
dhandon,धंधों,ढंडों
distreebyootaree,डिस्ट्रीब्यूटरी,डिस्ट्रीब्यूरित
khatri,खत्री,खतरी]
panjika,पंजिका,पंजिका
baatah,बातः,बातः
ravaley,रावले,रवली]
kangan,कंगन,कांग
premaatmak,प्रेमात्मक,प्रेमात्मक
sipahi,सिपाही,सिपही]
notebandishuda,नोटबंदीशुदा,नोतबंदिसुधा
devlaha,देवलहा,देवलाह
halla,हल्ला,हल्ला
jhamaaten,ज़मातें,झमातें]
massey,मैसी,मसे]
usak,उसक,उसक
pitamah,पितामह,पितामह
vivaranahbhaarateey,विवरणःभारतीय,विवरनहराबाठी
nagercoil,नागेरकोइल,नैगरेकल]#
lakhkhi,लख्खी,लखखी]
achhi,अच्छी,अछी]#
satin,सैटिन,सतिन]
nagpur,नागपुर,नगपुर]
basirhat,बसीरहाट,बसिरहट]
chhelai,छेलै,छेलई
ubarkar,उबरकर,उबरकर
sanyuktavastha,संयुक्तावस्था,संयुक्तवस्था]
suri,सूरी,सुरी
bhapaai,भपाई,भपाई
vyaktigat,व्यक्तिगत,व्यक्तिगत
mhathir,महाथिर,म्हथिर
flesh,फ्लेश,फ्लेश
rashtrak,राष्ट्रक,राष्ट्रक
raajbhaaee,राजभाई,राजभाई
hong,हॉन्ग,हॉंग]
langron,लंगरों,लैंग्र
subhaay,सुभाय,सुभाय
fund,फंड,फंड
flowers,फ्लावर्स,फ्लोवर्स
uthane,उठने,उठने
badaa,बडा़,बड़ा
mishra,मिश्रा,मिश्रा
shat,षट्,शत]
manhattan,मैनहट्टन,मन्हत्तन
sarguja,सरगुजा,सरगुजा
evening,ईवनिंग,इवेनिं
grahankaal,ग्रहणकाल,ग्रहणकाल
bagali,बागली,बगली]
neeoo,नीऊ,नीओ
mundwa,मुंडवा,मुंडवा
tolasan,तोलासन,तोलासन
jedateeisaft,जेडटीईसाफ्ट,जेडतीविस्त]
naagmandal,नागमण्डल,नागमंडल]
kanaal,कनाल,कनाल
machilipatnam,मछलीपट्टनम,मचिलीपत्नम
felix,फेलिक्स,फेलिक्स
hastaksharon,हस्ताक्षरों,हस्ताक्षरों
bhilai,भिलाई,भिलई]
contracting,कॉन्ट्रेक्टिंग,कान्ट्रैक्टिंग
qraar,क़रार,क्रार
jaun,जौं,जान
bhaloo,भाालू,भलू]#
fortis,फोर्टिस,फोर्टिस
girijagharon,गिरजाघरों,गिरिजाघरो
jainon,जैनों,जैनों
arthavyavasthaah,अर्थव्यवस्थाः,अर्थव्यवस्था]
oxys,ऑक्सीज,ओक्सीज
khitabon,खिताबों,खिताबों
enka,एनका,एंका
chashma,चष्मा,चश्मा
batao,बताअाे,बताओ]#
ghrutakumaaree,घृतकुमारी,घ्रुतकुमा
pratestent,प्राटेस्टेंट,प्रेटेस्टेंट
bauer,ब्युर,बाउर]
lakshmidhar,लक्ष्मीधर,लक्ष्मीधर
siyasi,सियासी,सियासी
upyogitawadiyon,उपयोगितावादियों,उप्योगितावादियो
toogaa,टूगा,तूगा
samadjiyon,समाधियों,समादजियो
khurpaka,खुरपका,खुरपाक
kumavat,कुमावत,कुमावत
mwp,एमडब्ल्यूपी,एमवीपी]####
suraj,सूरज,सुरा
neuroscientists,न्यूरोसाइंटिस्ट्स,न्यूरोसिसिटिंस]##
chandreshwaranagar,चंद्रेश्वरनगर,चंद्रेश्वरनगर
tanish,टैनिस,तनिश]
farukhnagar,फर्रूखनगर,फरूखनगर]#
awaazon,आवाज़ों,अवाजों]
najraane,नजराने,नजराने
pashuchaaraa,पशुचारा,पशुचारा
webuniyadi,वेबुनियादी,वेबुनियाडी
danbury,डेनबरी,डैन्बर
naidillee,नईदिल्ली,नैडिली]#
chhalla,छल्ला,छल्ला
rowan,रोवन,रोवा
sheopur,श्योपुर,शेओपुर]
rawlani,रव्लानी,रावलानी
sanvaree,संवरी,संवरी
dhaak,धाक,ढाक
masse,मस्से,मास]#
insurance,इंश्योरेंस,इंसुरेंस]#
samprbhuta,संप्रभुता,संप्रभुता
raashtraa,राष्ट्रा,राश्त्र]
jauhari,जौहरी,जौहरी
judai,जुदाई,जुड़ा
badamaashon,बदमाशाें,बदमाशों]
khitaabon,खिताबों,खिताबों
swayam,स्वयँ,स्वयम
aagah,आग़ा,आगाह
dhindhwal,ढिंडवाल,ढींढवाल
ghise,घिसे,घिसे
sappaanwaalee,सप्पांवाली,सप्पानवाली
nikharen,निखारें,निखरें]
baadhit,बाधित,बाधित
brahmapur,ब्रह्मपुर,ब्रह्मपुर
baytown,बैटाउन,बैटोव]
koling,कोलिंग,कोलिंग
samadhiyon,समाधियों,समाधियों
yooniyanwaadi,यूनियनवादी,यूनियानवाड
chhapemar,छापेमार,छापेमर]
gareebon,ग़रीबों,गरीबों]
thousand,थाऊजेंड,थूसंद]#
dasila,डसीला,दासिल
kanjentevaaitis,कंजेंटेवाइटिस,कंजेन्टवीसत]#
badhaon,बाधाओं,बढ़ाओं
lagega,लगेगा,लगेगा
durghatna,दुर्घटना,दुर्घत्न
nitiyon,नितियों,नितियों
capdhari,कैपधारी,कैपदारी
atri,अत्री,अत्री
singam,सिंगम,सिंगम
vastvik,वास्तविक,वास्तविक
substensis,सबस्टेंसिस,सबस्टेसिस]
peelepan,पीलेपन,पीलेपन
uthnee,उठनी,उथनी
handiyaa,हंडिया,हंडिया
pratirakshi,प्रतिरक्षी,प्रतिरक्षी
lalkarta,ललकारता,ललकर्ता
dukaanon,दुकानों,दुकानों
nividaataon,निविदाताओं,निविदाताओं
sarvjaateeya,सर्वजातीय,सर्वजातीय
narsanharon,नरसंहारों,नरसाहरों]
neemkathana,नीमकाथाना,नीकमाथना]
herrera,हेरेरा,हेरेरा
junun,जुनून,जुनुन
ikai,इकाई,इकाई
jagdalpur,जगदलपुर,जगदलपुर
swiftlet,स्विफ्टलेट,स्विफ्लेट]
jalagati,जलगति,जलगति
pitts,पिट्स,पिट्स
ropi,रोपी,रोपी
adanga,अड़ंगा,अड़ंगा
alasi,आलसी,अलास
chaukiyan,चौकियां,चौकियां
layton,लेटन,लेटो
vakrangee,वकरंगी,वक्रां
development,डेवलपमेंट,डेवलपमेंट
shawnee,शॉनी,शवनी
pardesiyon,परदेसियों,पर्देसियो
bhoogol,भूगोल,भूगोल
bagichi,बगीची,बागीच
sivan,सिवान,सिवान
stray,स्ट्रे,स्ट्रे
aalsi,आलसी,आलसी
view,व्यू,वीएव
vishhin,विषहीन,विश्नी
kissagoi,किस्सागोई,किससागी]#
mahanideshak,महानिदेशक,महानिदेशक
chikitsaevam,चिकित्साएवं,चिकित्सवम]#
bhattacharya,भट्टाचार्य,भट्टाचार्य
trenton,ट्रेंटन,ट्रेंटन
kanyaein,कन्याएं,कन्याएं
priyadarshini,प्रियदर्शिनी,प्रियादरसिणी
hukhookh,हुक़ूक़,हुखूख]#
shulkah,शुल्कः,शुलकाह
rane,राणे,रने]
mahavidya,महाविद्या,महाविद्य]
sanshyon,संशयों,संश्यो
shreneeh,श्रेणीः,श्रेनीह
odom,ओडोम,ओडीओ
benitez,बेनिटेज़,बेनेटिज]
tyohar,त्यौहार,त्योहर]
matiyaanaa,मतियाना,मतियाना
shavyaatra,शवयात्रा,शाव्यात्
rishtey,रिश्ते,रिश्ते
rehaana,रेहाना,रहाना]
qss,क्यूएसएस,कीएसएस]#
anaavashyak,अनावश्यक,अनावश्यक
rijhaayaa,रिझाया,रिझाया
brigade,ब्रिगेड,ब्रीगडे
sapane,सपने,सपान
chuneen,चुनीं,चुनीं
koshadhikaari,कोषाधिकारी,कोषाधिकारी
karab,करब,करब
paltane,पलटने,पल्टन
karneshwardham,कर्णेश्वरधाम,कर्नेशवर्भार
aaryanas,आर्यनस,आर्यना
pratishthanon,प्रतिष्ठानोंं,प्रतिष्ठनों]#
karaikal,कराईकल,कराइकल
uski,उसकी,उसकी
vipreetataa,विपरीतता,विपृताता
parikshao,परीक्षाओ,परीक्षाओ
fyuji,फ्यूजी,फ्यूजी
laaminaar,लामिनार,लामिनार
jutati,जुटाती,जुतती]
kaushik,कौशिक,कौशिक
bekaaboo,बेकाबू,बेकाबू
nano,नैनो,नानो
orissa,ओडिसा,ओरिसा
tomar,तोमर,टोमर
ropee,रोपी,रोपी
thappadhabaajhee,थप्पड़बाज़ी,थप्पदभाजी]#
baabat,बाबत,बाबत
attahasa,अट्टहास,अत्तासा
colan,कोलन,कॉलन
pratileetar,प्रतिलीटर,प्रतीलीतर
bhusi,भूसी,भूसी
haliyaa,हलिया,हलिया
utpeedan,उत्पीडऩ,उत्पीदन]
pope,पोप,पोप
karkhele,करखेले,कारखेल
bahulya,बाहुल्य,बहुल्या
aswbhavik,अस्वभाविक,अस्वभिवक]
kathhnaeeyon,कठनाईयों,कठनायिओं
ramjeelaal,रामजीलाल,रामजीलाल
vasulta,वसूलता,वसुल्त
mukhyamantri,मुख्यमंत्री,मुख्यमंत्री
maria,मारिया,मारिया
satmev,सत्मेव,सतमेव]
baksa,बक्सा,बक्सा
udar,उदर,उदा
man,मैन,मन]
buddhijivon,बुद्धिजीवों,बुद्धिजीवों
sudip,सुदीप,सुदीप
jodo,जोड़ो,जोडो]
tasdeek,तसदीक,तसदीक
nikaalni,निकालनी,निकालनी
bhatkaanaa,भटकाना,भटकाना
harna,हारना,हरना]
dillon,डिल्लों,डिल्लों
registerd,रजिस्टर्ड,रेजिस्टर्
bhandara,भंडारा,भंडारा
lalaniya,ललानिया,ललनिया]
lima,लिमा,लीमा
lalkrishna,लालकृष्ण,लालकृष्ण
ratnabhooshan,रत्नाभूषण,रत्नभूषण]
sparivar,सपरिवार,स्परीवर
sah,साह,सह]
sametti,समेटती,समेटी]
pyria,पाइरिया,पायरिया
maamalonmen,मामलोंमें,मामलोंमें
braat,बरात,ब्रा
vaiisan,वैइसन,वैसन]
villa,विला,विल्
linda,लिंडा,लिंदा
khariya,खरिया,खरिया
chellani,चेलानी,चेल्ला
electronics,इलेक्ट्रॉनिक्स,इलेक्ट्रोनिक]#
rishiraj,ऋषिराज,ऋिशिरा
udaipur,उदयपुर,उदैपुर
pagla,पगला,पगला
ritukaant,ऋतुकांत,रितुकां
kurmi,कुर्मी,कुरमी]
dastaanaa,दस्ताना,दस्ताना
emrald,एमरल्ड,एमराल्
ghumaaee,घुमाई,घुमाई
updraviyon,उपद्रवियों,उपद्रवियों
oklahoma,ओक्लाहोमा,ओकलाहोमा]
dharmaraajne,धर्मराजने,धर्माराजन
jhaohuee,झाओहुई,झाओही]
uppidan,उप्पीड़न,उपीदन]##
khemik,खेमिक,खेमिक
tugalki,तुगलकी,तुगलकी
duar,दोआर,डुअर
avi,अवि,अवी
jadet,जड़ित,जाडेट
taiboo,टैबू,ताईब
programmers,प्रोग्रामर्स,प्रोग्राम्प्
taylorsville,टेलर्सविले,टाइलोर्सवि
chadron,चादरों,चद्रों
racer,रेसर,रेसर
bhakaa,भका,भका
andhabhakto,अंधभक्तो,अंधाभक्त
obrayan,ओब्रायन,ओब्रयन]
krutya,कृत्या,क्रुत्
peeran,पीरान,पीरन]
najriyon,नजरियों,नजरियों
mayur,मयूर,मयूर
chaudhawan,चौदहवां,चौढ़वां
swargadoot,स्वर्गदूत,स्वर्दागू
feka,फेका,फेका
independet,इंडिपेन्डेट,इंडपेंडेट]#
tinkaa,टिंका,टिंका
gurdon,गुर्दों,गुरदों]
jaatiyon,जातियों,जातियों
samanwayaka,समन्वयक,सामनवाय
sube,सूबे,सुबे
chandana,चंदन,चंदा
praarambhikataa,प्रारंभिकता,प्रारामभिकत
trap,ट्रैप,ट्रैप
udant,उदंत,उड़ा
dynamatic,डायनामेटिक,डायनामेटिक
