Actual word in English,Actual word in Hindi,Predicted word in Hindi
jagayega,जगाएगा,जगायेग
santree,संत्री,संत्री
shakhsiyaten,शख्सियतें,शख्सियतें
panchang,पंचांग,पंचांग
zalana,झालाना,ज़लाना
nitya,नित्या,नित्या
ichchhee,इच्छी,इच्छी
habra,हाबरा,हब्रा
paaliyon,पालियों,पालियों
azoospermia,एजूस्पर्मिया,अजस्पूर्मिया
taavij,तावीज,ताविज
foodworks,फ़ूडवर्क्स,फूडवर्क्स]
graham,ग्राहम,ग्रहम]
prabhaanmantree,प्रभानमंत्री,प्रभाननामृत]
seth,सेथ,सेथ
jagtap,जगताप,जग्तप
harshit,हर्षित,हर्षित
dubna,डूबना,दुबना
raktadataon,रक्तदाताओं,रक्तदाताओं
mexico,मेक्सिको,मेक्सिको
tasir,तासीर,तासिर
eyarkandishnar,एयरकंडीशनर,इयार्कानदि
eddi,एड्डी,एडीडी
macon,मैकॉन,मैकोन
israni,इसरानी,इसरानी
ainth,ऐंठ,एएट
shreemahapurn,श्रीमहापूर्ण,श्रीमहापूर्ण
dork,डॉर्क,डोर्क
jeenon,जीनों,जीनों
ghareebon,ग़रीबों,घरीबों]
taraashakar,तराशकर,तराशकर
observer,ऑब्जर्वर,ऑब्स्वरर
aarya,आर्यो,आर्या
ukhad,उखड,उखड
saathsaath,साथसाथ,साथसाठ
packagon,पैकेजों,पैकागों
hindon,हिंडन,हिंडो
aprihary,अपरिहार्य,अप्रहिरी]
manzil,मंजिल,मनजील
lx,एलएक्स,एलएक्स
karvi,कर्वी,करवी]
dubhashiyon,दुभाषियों,दुभाशियों
rikannekting,रिकनेक्टिंग,रिकनेंतिक्ग
wind,विंड,विंड
client,क्लांइट,क्लाइंट
shararat,शरारत,शरारा
ventura,वेंचुरा,वेंतुरा
rollins,रोलिंस,रोलिन्
haynes,हैन्स,हैन्स
niketan,निकेतन,निकेटन
krantiyon,क्रांतियों,क्रांतियों
twin,ट्विन,टीवीए
divya,दिव्य,दिव्य
gidgidate,गिड़गिड़ाते,गिडिगाड़ेट]
nigmaayukt,निगमायुक्त,निगमायुक्त
gabalee,गबली,गबली
novato,नोवाटो,नोवतो]
rishwatkhor,रिश्वतखोर,रिश्वताखो
faansi,फांसी,फाँसी
garjana,गर्जना,गर्जना
nihlani,निहलानी,निहलानी
pintaa,पिंटा,पिंता
greer,ग्रीर,ग्रीर
lewisville,लेविसविल,लिविज़वल
prakaashit,प्रकाषित,प्रकाशित
clariant,क्लैरिएंट,क्लाराइटन
khaayal,क़ायल,खायल]
dwiarthi,द्विअर्थी,द्विर्था]
raakhe,राखे,राखे
bulandshahr,बुलंदशहर,बुलंदशाह
stafford,स्टेफोर्ड,स्टैफोर्ड
najariyon,नजरियों,नजरियों
world,वर्ल्ड,वर्डल]
jeevniyaan,जीवनियां,जीवनियाँ
parmeshwarpur,परमेश्वरपुर,परमेश्वरपुर
uthanee,उठनी,उठनी
nyootriyo,न्यूट्रियो,न्यौत्रियो
jetha,जेठा,जेथा
baagbagichon,बागबगीचों,बागबागिको
suchikitsaa,सुचिकित्सा,सुचिकितसा]
nagmandal,नागमण्डल,नगमंदल]#
pradadhikariyon,प्रदाधिकारियों,प्रदाधिकारियों
urvarta,उर्वरता,उरवरता]
neal,नील,नीय
kriptocurrencyon,क्रिप्टोकरेंसियों,क्रिप्टीओक्यून्शर
svaayattshaasan,स्वायत्तशासन,स्वायत्त्सां
zarda,जर्दा,ज़रदा
uplakshya,उपलक्ष्य,उपलक्ष्य
chhudwaya,छुड़वाया,छुडवाया]
vidagdhaa,विदग्धा,विद्धगा
mukhyamantripatana,मुख्यमंत्रीपटना,मुख्यान्मत्रतान
gene,जैने,जेने
ratanpur,रतनपुर,रतनपुर
mhantam,महानतम,महंतम]
guna,गुना,गुना
mtech,एमटेक,मटीईए
denevali,देनेवाली,देनेवली]
naabhikund,नाभिकुंड,नाबिकुंद
visheshanon,विशेषणों,विशेशनों
langaron,लंगरों,लंगारो
polythenon,पॉलिथीनों,पोलिथेनों
sambit,संबित,सम्बि
dhundh,ढूंढ,धुंध
haan,हां,हाँ
takra,टकरा,तकरा
dhandhekhori,धंधेखोरी,धढ़ेधेरी
pulinde,पुलिंदे,पुलिन्द
epoklips,एपोक्लिप्स,इकप्लिप्स]
vigyaanapeediyaa,विज्ञानपीडिया,विज्ञानापीयद]
mahoney,महोनी,महोने
poonjitantra,पूंजीतंत्र,पूंजीतान्त
khare,खरे,खरे
ekstactor,एक्सटेक्टर,एक्सटेक्टर
zunheboto,ज़ुन्हेबोटो,ज़ुहनबेतो]#
priyamani,प्रियामणि,प्रियामनी
sawaal,सवाल,सवाल
sukhakar,सूखाकर,सुखाकर
aalochak,आलोचक,आलोचक
phaans,फाँस,फाँस
jayalalitaa,जयललिता,जयलैलता
amjhera,अमझेरा,अमझेरा
bombay,बॉम्बे,बॉम्बै
vyagra,व्यग्र,व्याग्
apnani,अपनानी,अपनानी
risane,रिसने,रिसने
chhure,छुरे,छुरे
charlotte,शार्लेट,चार्लोट
jose,जोस,जोस
raileeh,रैलीः,रैलीह
mejbaan,मेज़बान,मेजबान]
dhandhanya,धनधान्य,धनधन्य]
dabur,डाबर,दबुर
bsss,बीएसएसएस,बीएसएस]#
najib,नजीब,नजीब
avsthayen,अवस्थाएं,अवस्थाये
jabalpur,जबलपुर,जबलपुर
dharmanirpekshtaake,धर्मनिरपेक्षताके,धर्मनिर्मेक्तचेव
farmer,फार्मर,फार्मर
nacl,एनएसीएल,एनएसीएल
somerville,समरविल,सोमरवि
bull,बुल,बुल
jhulae,झुलए,झुले
khagyaar,खग्यार,खाग्या
meharaam,मेहराम,मेहराम
dhasmana,धस्माना,धसमाना]
ripan,रिपन,रिपा
bhagdaud,भागदौड़,भगडौद]#
mithya,मिथ्या,मिथ्या
lalaaniyaa,ललानिया,ललानिया
bhulon,भूलों,भुलों
vadali,वडाली,वड़ाल
nagappattinam,नागापट्टिनम,नागप्पतितान
vaimanya,वैमनस्य,वैमन्य]
biggest,बिगेस्ट,बिगसेट]
jodta,जोड़ता,जोड़ता
mahattaron,महत्तरों,महत्तरों
orchha,ओरछा,ओर्छ
dhairyavaan,धैर्यवान,धैर्यावा
sund,सूंड़,सुंद]
prince,प्रिंस,प्रिंस
zuban,ज़ुबान,ज़ुबान
camstudio,कैमस्टूडियो,कैम्स्टुडिय
yooropiyaa,यूरोपिया,योरूपिया
meza,मेज़ा,मेजा]
bhusawal,भुसावल,भुसावा
gayatri,गायत्री,गयात्री
ware,वेयर,वारे
buddhizeevon,बुद्धिजीवों,बुद्धिजीवों
enth,ऐंठ,एंथ
radar,रदर,रदर
ilayachi,इलाइची,इलायची
ubaal,उबाल,उबाल
shreeganganagarwaasiyon,श्रीगंगानगरवासियों,श्रीगगंगारावासूनही
fitzgerald,फिजराल्ड़,फिटजार्डल
jeevanshaili,जीवनशैली,जीवनशैली
chart,चार्ट,चार्ट
sargi,सरगी,सारग
vedon,वेदों,वेडोन
murmur,मरमर,मुरम
bhaate,भाते,भाते
wipkha,विप्ख,विपखा
bayaane,बयाने,बायान
madanaganja,मदनगंज,मदानगं
packageon,पैकेजों,पैकेजन]
varnankartaaon,वर्णनकर्ताओं,वर्णांकर्ताओ
jyada,ज़यादा,ज्ञादा
lokotsaw,लोकोत्सव,लोकोत्सव
tewree,तेवरी,तेवरी
jhaugunj,झाउगंज,झौगुंज
malwan,मालवान,मलवान]
tadanrusti,तदंरुस्ती,तदानसुर्त
el,ऐल,एए
qabzaa,क़ब्ज़ा,क़ब्ज़ा
susanskrit,सुसंस्कृत,सुसंस्क्र
sandhol,संधोल,संधोल
aamariyapadha,आमरियापाड़ा,आमरियापाद]#
haabban,हाब्बन,हाबां]
bowling,बाउलिंग,बॉविंग]
rasme,रस्मे,रसमे]
emdablyupiel,एमडब्ल्यूपीएल,इंडबल्युमीप]#
vidhaaon,विद्याओं,विधाओं]#
bowie,बोवी,बोवी
chennai,चेन्नई,चेन्ना
kamaljeet,कमलजीत,कमलजीत
singha,सिंहा,सिंघा
pensiondhariyon,पेंशनधारियों,पेंसियोंधेरा
barah,बारह,बरह]
dubana,डूबना,दुबान
esetal,एसेटल,एसीटल
chouhan,चौहान,चूहां
phalne,फलने,फालन
siddhaarthah,सिद्धार्थः,सिद्धारथ]#
apex,एपेक्स,एपीएक्
dalton,डाल्टन,डाल्टन
shrikhand,श्रीखंड,श्रीखां
textiles,टेक्सटाइल्स,टेक्स्टीलॉट
agarwal,अग्रवाल,अगरवाल]
mithyaachariyon,मिथ्याचारियों,मिठ्याराचियों
cement,सिमटे,सीमें
kraanfrensing,क्रान्फ्रेंसिंग,क्रान्फ्रेसंजिं
sanskrutiyon,संस्कृतियों,संस्कृतुयों
dhankkar,ढंककर,धनकाक
nizamabad,निज़ामाबाद,निजामाबाद]
chhatenee,छतेनी,छतेनी
dushkriyaa,दुष्क्रिया,दुश्क्रिया
sasaram,सासाराम,ससराम]#
chidhte,चिढ़ते,चिढ़ते
lamba,लाम्बा,लाम्बा
lautis,लउटिस,लॉटिस
khaen,खाएँ,खें]
dhndhe,धंधे,धन्ध
antayant,अन्त्यन्त,अंतयांत]#
mass,मास,एमए
baraamad,बरामद,बरामद
kremistry,क्रेमिस्ट्री,क्रेमिस्ट्री
uthanevale,उठनेवाले,उठनेवाले
lehna,लहना,लेहन
siragitti,सिरगिट्टी,सिरगृति]#
control,कंट्रोल,कांट्रो
andaajee,अंदाजी,अंदाजी
cateline,कैटलिन,केटलिन
pakshpat,पक्षपात,पक्षपत]
fodo,फोड़ों,फोडो]#
franciska,फ्रांसिस्का,फ्रैंसिक्सा
prayogaprushth,प्रयोगपृष्ठ,प्रयोगापूर्
krantidhara,क्रांतिधरा,क्रान्थीदा
daishwala,डैशवाला,दैश्वाल
khurasan,खुरासान,खुरसन]#
quarantine,क्वॉरेनटाइन,क्वार्निटेन
fond,फोंड,फोंड
pakshapat,पक्षपात,पक्षापत
putla,पुतला,पुतला
truth,ट्रुथ,त्रुथ
sathsath,साथसाथ,सथ्तस]
mohim,मोहिम,मोहिम
johnson,जॉनसन,जोहनस
cpm,सीपीएम,सीपीएम
bataaya,बाताया,बटाया]
palmer,पाल्मर,पालमर]
tughlaqabad,तुगलकाबाद,तुथबाबाला
apcotex,एपकोटेक्स,एपकोट्स]#
hairam,हैरम,हैरम
sarebajar,सरेबाजार,सरेबाजर]
jerusalem,येरुशलम,जेरुसाल
mold,मोल्ड,मोल्ड
warnankartaaon,वर्णनकर्ताओं,वर्णनक्रताओं
hooper,हूपर,हूपर
waters,वाटर्स,वाटर्स
lubhaate,लुभाते,लुभाते
fefda,फेफड़ा,फेफडा]
kamottejna,कामोत्तेजना,कालोत्तेजन]
dampati,दंपति,दमपती
soya,सोया,सोया
barbartapurna,बर्बरतापूर्ण,बर्बारतापूर्
tadipar,तड़ीपार,तादीपर]
lutf,लुत्फ,ल्यूट
tariko,तरीको,तरिको
chataa,चता,चटा
pittman,पिटमैन,पित्तम
pahla,पहला,पहला
multimedia,मल्टीमीडिया,मुल्तीमादिय
tyohaar,त्यौहार,त्योहार
label,लेबल,लबेल
le,ले,एल
tirthatan,तीर्थाटन,तीर्थतन]
satuaa,सतुआ,सतुआ
vargas,वर्गस,वर्गस
dabolim,डाबोलिम,दाबोलिम
soochnaah,सूचनाः,सूचनाह
labelling,लेबलिंग,लेबलिंग
roseville,रोज़विल,रोसीव्य
phaaeebrets,फ़ाईब्रेट्स,फैब्रीट्स]#
aalto,ऑल्टो,आल्तो
partanee,परतानी,परतनी]
asmitaon,अस्मिताओं,अस्मिताओं
want,वांट,वांट
tadpatee,तड़पती,तदपती]
patel,पटेल,पैटल
kaaji,काजी,काजी
dostanapurna,दोस्तानापूर्ण,दोस्तानापूर्ण
kshetron,क्षेत्राें,क्षेत्रों]
lynch,लिंच,लिंच
state,स्टेट,स्टेट
ragon,रागों,रागों
malhotra,मल्होत्रा,मल्होत्र]
pragyatantra,प्रज्ञातंत्र,प्रज्ञातंतर्
duneerti,दुर्नीति,दुनीरती]
crosse,क्रॉस,क्रोस
avyavasayi,अव्यवसायी,अव्यवसायी
dhiryawaan,धैर्यवान,धिर्यवान
time,टाइम,तिमे
ashariri,अशरीरी,अशरीरी
chandradas,चन्द्रदास,चन्द्रदास
jyotishi,ज्योतिषि,ज्योतिषी
alexandria,एलेक्जेंड्रिया,एलेक्सान्द्रिय
bewakoofaanaa,बेवकूफाना,बेवाकुआना
sirpur,सिरपुर,सिरपुर
uzbek,उज़्बेक,उजबेक]#
kharuvaar,खरुवार,खरुवार
dharmaviheenataa,धर्मविहीनता,धर्मवितानही
surendranagar,सुरेंद्रनगर,सुरेन्द्रनग
aalha,आल्हा,अल्हा
arunachal,अरुणाचल,अरुनाचल
krueger,क्रुएगर,क्रुइगर
bagli,बागली,बग्ली
davindarpaal,दविन्दरपाल,दविंदरपाल]
chaplusi,चापलूसी,चैप्लुस
sanskariyon,संस्कारियों,संस्कारियों
engines,इंजन्स,एंजीने
mendez,मेंडेज़,मेंडेज]
siyah,सियाह,सियाह
gujaarane,गुजारने,गुजारने
gajara,गजरा,गजार
kavi,कवि,कवी
midnapore,मिदनापुर,मिन्डापो
vrutton,वृत्तों,वृत्तों
sirmon,सिरमोन,सिर्मो
vartman,वर्तमान,वर्तमान
ubhrega,उभरेगा,उभरेगा
pilot,पायलट,पिलोट
narbhakshi,नरभक्षी,नर्भाक्
entreeks,एंट्रीक्स,एन्ट्रीक्
dayton,डेटन,दायत
badoo,बडू,बदू
allrounder,ऑलराउंडर,एल्लार्न
nishra,निश्रा,निश्र]
wadhawan,वधावन,वाधाव
jensen,जेन्सन,जेनसेन
pali,पाली,पाली
trimasik,त्रैमासिक,त्रिमसिक]
attraikt,अट्रैक्ट,अट्रैटिक
vavidyaalaya,वविद्यालय,वाविद्याल
chandan,चंदन,चन्द
mega,मेगा,मेगा
mansfield,मैन्सफील्ड,मैनसिफ्लेड
mattancheri,मट्टानचेरी,मततानचेरी]
navketan,नवकेतन,नवकेतन
kamtar,कमतर,कमता
pityooniya,पिट्यूनिया,पित्युनिया
purooshottampur,पुरूषोत्तमपुर,पुरूषोत्मातुर
tapan,तपन,तपन
jubaan,ज़ुबान,जुबान]
enseeaardablyoosee,एनसीआरडब्ल्यूसी,एंसीयारब्यूडिस्
haimbalin,हैम्बलिन,हैंबालिन
aaraam,आराम,आराम
yashpal,यशपाल,यशपाल
wokha,वोखा,वोखा
chhetri,छेत्री,छेत्री
omaxe,ओमैक्स,ओमाके]
parween,परवीन,परवीन
kukreja,कुकरेजा,कुकरेजा
premphalah,प्रेमफलः,प्रेमलफह
narmi,नरमी,नर्म
shrinkhalaon,श्रंखलाओं,श्रृंखलाओ
avrodhak,अवरोधक,अव्रोध
teeron,तीरों,तीरों
ganesha,गणेशा,गणेशा
jhada,झाड़ा,झाड़ा
anupama,अनुपमा,अनुपाम
talabgaar,तलबगार,तलबगार
bindal,बिन्दल,बिंदल]
zavala,ज़वाला,ज़वाला
aamriyapada,आमरियापाड़ा,आम्रियापाड़
pratinidhikaree,प्रतिनिधिकारी,प्रतिनिधिकारी
halmatpuraa,हलमतपुरा,हलमातुरा
boodam,बूदम,बूदम
macias,मैकियास,मैकियास
medical,मेडीकल,मेडिकल
respecting,रिस्पेक्टिंग,रिस्पेक्टिंग
ranjkta,रंजकता,रांजकत
da,दा,डी
suction,सक्शन,स्कूट
bhumi,भूमी,भुमी
tyoharon,त्यौहारों,त्योहरों]
rangate,रंगते,रंगते
uttra,उत्तरा,यूट्रा
penshandhaariyon,पेंशनधारियों,पेंशनधारियों
karykartaaon,कार्यकर्ताओं,कार्यकर्ताओं
vidyaaon,विद्याओं,विद्याओं
dafan,द़फन,दफन]
sarhind,सरहिंद,सर्हिं
khaaskar,ख़ासकर,खासकर]
raith,रैथ,रैत
gudagaunw,गुडगौंव,गुडागां
sahab,साहब,सहब]
udaanon,उड़ानों,उदानों]
majesco,मेजेस्को,मजेस्को]
pushpa,पुष्पा,पुष्पा
keshari,केशरी,केशरी
bombi,बांबी,बोंपी
kargil,कारगिल,कारगिल
takara,टकरा,तकरा
biji,बिजी,बिजी
chrome,क्रोम,क्रोम
stithi,स्तिथि,स्तिथी
gulf,गल्फ,गुल्
kaaloniwaasiyon,कालोनीवासियों,कालोनिवासायों
aavritiyon,आवृत्तियों,आवृतियों]#
suhanubhooti,सुहानुभूति,सुहनुभूति]
chamach,चमच,चमा
virodhabhasi,विरोधाभासी,विरोधाबाशी
saabhaar,साभार,साभर]
allcargo,ऑलकार्गो,एल्डार्ग
harana,हारना,हराना
avyavasayee,अव्यवसायी,अव्यवसायी
pravinses,प्राविंसेस,प्रविसनेस]
chhetthari,छेत्री,छेत्तर
pratishthi,प्रतिष्ठी,प्रतिष्ठी
sapa,सपा्,सपा]
patki,पटकी,पटकी
parchiyon,पर्चियों,परचियों]
prativad,प्रतिवाद,प्रतिवाद
liphaaphaa,लिफ़ाफ़ा,लिफाफ़ा]
darshana,दर्शाना,दर्शन]#
garrison,गेरीसन,गर्सिर
aakandon,आकंड़ों,आकांडों
dhandon,धंधों,धन्दो
distreebyootaree,डिस्ट्रीब्यूटरी,डिस्ट्रीयोटीयर्
khatri,खत्री,खातृ]
panjika,पंजिका,पंजीका
baatah,बातः,बातः
ravaley,रावले,रवाले
kangan,कंगन,कांग
premaatmak,प्रेमात्मक,प्रेमात्मक
sipahi,सिपाही,सिपाही
notebandishuda,नोटबंदीशुदा,नोतीबंदीशुह
devlaha,देवलहा,देवलाह
halla,हल्ला,हल्ला
jhamaaten,ज़मातें,झमातें]
massey,मैसी,मस्स
usak,उसक,उसक
pitamah,पितामह,पितामह
vivaranahbhaarateey,विवरणःभारतीय,विवारणहर्यता
nagercoil,नागेरकोइल,नागरकॉयल]
lakhkhi,लख्खी,लखखी]
achhi,अच्छी,अची]#
satin,सैटिन,सतिन]
nagpur,नागपुर,नागपुर
basirhat,बसीरहाट,बसीरहट]
chhelai,छेलै,छेला
ubarkar,उबरकर,उबरकर
sanyuktavastha,संयुक्तावस्था,संयुक्यातस्था
suri,सूरी,सुरी
bhapaai,भपाई,भपाई
vyaktigat,व्यक्तिगत,व्यक्तिगत
mhathir,महाथिर,मथाथिर
flesh,फ्लेश,फ्लेश
rashtrak,राष्ट्रक,राष्ट्रक
raajbhaaee,राजभाई,राजभाई
hong,हॉन्ग,होंग]
langron,लंगरों,लांगरो
subhaay,सुभाय,सुभाय
fund,फंड,फंड
flowers,फ्लावर्स,फ्लूरवर्
uthane,उठने,उठान
badaa,बडा़,बदा]
mishra,मिश्रा,मिश्रा
shat,षट्,शत]
manhattan,मैनहट्टन,मनहत्तान
sarguja,सरगुजा,सरगुजा
evening,ईवनिंग,एविनिं
grahankaal,ग्रहणकाल,ग्रहनकाल
bagali,बागली,बगली]
neeoo,नीऊ,नीओ
mundwa,मुंडवा,मुंडवा
tolasan,तोलासन,तोलासन
jedateeisaft,जेडटीईसाफ्ट,जेडेटीसिट]#
naagmandal,नागमण्डल,नागमंडल]
kanaal,कनाल,कनाल
machilipatnam,मछलीपट्टनम,माचिलीपटन]
felix,फेलिक्स,फेलिक्स
hastaksharon,हस्ताक्षरों,हस्तक्षारों
bhilai,भिलाई,भिलाई
contracting,कॉन्ट्रेक्टिंग,कॉन्ट्राक्टिंग
qraar,क़रार,क्रार
jaun,जौं,जौं
bhaloo,भाालू,भालू]
fortis,फोर्टिस,फोर्टिस
girijagharon,गिरजाघरों,गिरिजाघरो
jainon,जैनों,जैनों
arthavyavasthaah,अर्थव्यवस्थाः,अर्थ्वयवस्थाः
oxys,ऑक्सीज,ऑक्सीय
khitabon,खिताबों,खिताबों
enka,एनका,एनका
chashma,चष्मा,चश्मा
batao,बताअाे,बटो]##
ghrutakumaaree,घृतकुमारी,घ्रुटकुमा
pratestent,प्राटेस्टेंट,प्रेटेस्टेंट
bauer,ब्युर,बौयर]
lakshmidhar,लक्ष्मीधर,लक्ष्मीदा
siyasi,सियासी,सियासी
upyogitawadiyon,उपयोगितावादियों,उप्योतिवागुताईं
toogaa,टूगा,तूगा
samadjiyon,समाधियों,समदजियों
khurpaka,खुरपका,खुरपाक
kumavat,कुमावत,कुमावत
mwp,एमडब्ल्यूपी,एमवीपी]####
suraj,सूरज,सुरा
neuroscientists,न्यूरोसाइंटिस्ट्स,न्यूरोस्टाइनिस्ट्
chandreshwaranagar,चंद्रेश्वरनगर,चंद्रेश्वरनगर
tanish,टैनिस,तनिश]
farukhnagar,फर्रूखनगर,फरुखनगर]#
awaazon,आवाज़ों,अवाज़ों
najraane,नजराने,नजराने
pashuchaaraa,पशुचारा,पशुचारा
webuniyadi,वेबुनियादी,वेबुनियादी
danbury,डेनबरी,दांबुर
naidillee,नईदिल्ली,नैदीलील]
chhalla,छल्ला,छल्ला
rowan,रोवन,रोवा
sheopur,श्योपुर,शेपुर]#
rawlani,रव्लानी,रेवलानी
sanvaree,संवरी,संवरी
dhaak,धाक,धाक
masse,मस्से,मासे]
insurance,इंश्योरेंस,इंसुरांस]#
samprbhuta,संप्रभुता,संप्रभुता
raashtraa,राष्ट्रा,राष्ट्रा
jauhari,जौहरी,जौहरी
judai,जुदाई,जुड़ा
badamaashon,बदमाशाें,बदमाशों]
khitaabon,खिताबों,खिताबों
swayam,स्वयँ,स्वयं
aagah,आग़ा,आगाह
dhindhwal,ढिंडवाल,धिंधवाल
ghise,घिसे,घिसे
sappaanwaalee,सप्पांवाली,सप्पनवाली]
nikharen,निखारें,निखरें]
baadhit,बाधित,बाधित
brahmapur,ब्रह्मपुर,ब्रह्मपुर
baytown,बैटाउन,बैटवों
koling,कोलिंग,कोलिंग
samadhiyon,समाधियों,समाधियों
yooniyanwaadi,यूनियनवादी,यूनियानवाड
chhapemar,छापेमार,छापेमर]
gareebon,ग़रीबों,गरीबों]
thousand,थाऊजेंड,थाउसंड]
dasila,डसीला,डासील
kanjentevaaitis,कंजेंटेवाइटिस,कांजेनतेवसित]
badhaon,बाधाओं,बढ़ाओं
lagega,लगेगा,लगेगा
durghatna,दुर्घटना,दुरघटना]
nitiyon,नितियों,नितियों
capdhari,कैपधारी,कापचारी
atri,अत्री,अतरी]
singam,सिंगम,सिंगम
vastvik,वास्तविक,वस्तिव]#
substensis,सबस्टेंसिस,सबस्टाइंस]
peelepan,पीलेपन,पीलपन]
uthnee,उठनी,उठनी
handiyaa,हंडिया,हंडिया
pratirakshi,प्रतिरक्षी,प्रतिरक्षी
lalkarta,ललकारता,लालकर्त
dukaanon,दुकानों,दुकानों
nividaataon,निविदाताओं,निविदाताओं
sarvjaateeya,सर्वजातीय,सर्वज़तीय
narsanharon,नरसंहारों,नरसंहरों]
neemkathana,नीमकाथाना,नीमकथना]#
herrera,हेरेरा,हेरेरा
junun,जुनून,जुनुन
ikai,इकाई,आईके
jagdalpur,जगदलपुर,जगदलपुर
swiftlet,स्विफ्टलेट,स्विफ्टलेट
jalagati,जलगति,जलागत
pitts,पिट्स,पित्स
ropi,रोपी,रोपी
adanga,अड़ंगा,आदंगा]
alasi,आलसी,अलास
chaukiyan,चौकियां,चौकियां
layton,लेटन,लैटन
vakrangee,वकरंगी,वकरंगी
development,डेवलपमेंट,डेवलपमेंट
shawnee,शॉनी,शावन
pardesiyon,परदेसियों,पार्डेशिय
bhoogol,भूगोल,भोगोट
bagichi,बगीची,बगीची
sivan,सिवान,सिवान
stray,स्ट्रे,स्ट्रा
aalsi,आलसी,आल्स
view,व्यू,वीयू
vishhin,विषहीन,विशिन]
kissagoi,किस्सागोई,किस्साओगी
mahanideshak,महानिदेशक,महनिदेशक]
chikitsaevam,चिकित्साएवं,चिकित्सेवम]
bhattacharya,भट्टाचार्य,भट्टाचार्य
trenton,ट्रेंटन,ट्रेंटन
kanyaein,कन्याएं,कन्यें]
priyadarshini,प्रियदर्शिनी,पिर्यादरसिनी
hukhookh,हुक़ूक़,हुखूख]#
shulkah,शुल्कः,शुल्का
rane,राणे,राने
mahavidya,महाविद्या,महाविद्य]
sanshyon,संशयों,संशयों
shreneeh,श्रेणीः,श्रीनीह
odom,ओडोम,ओडीओ
benitez,बेनिटेज़,बेनिटेज]
tyohar,त्यौहार,त्योहर]
matiyaanaa,मतियाना,मतियाना
shavyaatra,शवयात्रा,शव्यात्र
rishtey,रिश्ते,रिश्ते
rehaana,रेहाना,रहाना]
qss,क्यूएसएस,क्वेस]##
anaavashyak,अनावश्यक,अनावश्यक
rijhaayaa,रिझाया,रिझाया
brigade,ब्रिगेड,ब्रीगडे
sapane,सपने,सपने
chuneen,चुनीं,चुनीन
koshadhikaari,कोषाधिकारी,कोशाधिकारी
karab,करब,करब
paltane,पलटने,पलतान
karneshwardham,कर्णेश्वरधाम,कर्नेश्वरमध]
aaryanas,आर्यनस,आर्यान
pratishthanon,प्रतिष्ठानोंं,प्रतिष्ठानों]
karaikal,कराईकल,कराइकल
uski,उसकी,उसकी
vipreetataa,विपरीतता,विप्रतीत
parikshao,परीक्षाओ,परिक्षाओ
fyuji,फ्यूजी,फ्यूजी
laaminaar,लामिनार,लामिनार
jutati,जुटाती,जुतती]
kaushik,कौशिक,कौशिक
bekaaboo,बेकाबू,बेकाबू
nano,नैनो,नानो
orissa,ओडिसा,ओरिसा
tomar,तोमर,तोमर
ropee,रोपी,रोपी
thappadhabaajhee,थप्पड़बाज़ी,ठप्पभादाझी]
baabat,बाबत,बाबत
attahasa,अट्टहास,अत्तासा
colan,कोलन,कोलन
pratileetar,प्रतिलीटर,प्रतिलीरत
bhusi,भूसी,भुसी
haliyaa,हलिया,हलिया
utpeedan,उत्पीडऩ,उत्पीदन]
pope,पोप,पोप
karkhele,करखेले,करखेले
bahulya,बाहुल्य,बहुल्या
aswbhavik,अस्वभाविक,अस्वभाविक
kathhnaeeyon,कठनाईयों,कठनाएयों
ramjeelaal,रामजीलाल,रामजीलाल
vasulta,वसूलता,वसुतला
mukhyamantri,मुख्यमंत्री,मुख्यमंत्री
maria,मारिया,मारिया
satmev,सत्मेव,सतमेव]
baksa,बक्सा,बक्सा
udar,उदर,उदा
man,मैन,एमए
buddhijivon,बुद्धिजीवों,बुद्धिजीवों
sudip,सुदीप,सुदिप
jodo,जोड़ो,जोडो]
tasdeek,तसदीक,तासदी
nikaalni,निकालनी,निकाली]
bhatkaanaa,भटकाना,भटकाना
harna,हारना,हरना]
dillon,डिल्लों,दिल्लों
registerd,रजिस्टर्ड,रेजिस्टर्
bhandara,भंडारा,भंडारा
lalaniya,ललानिया,ललनिया]
lima,लिमा,लीमा
lalkrishna,लालकृष्ण,लालकृष्ण
ratnabhooshan,रत्नाभूषण,रत्नभूषण]
sparivar,सपरिवार,स्परिवर
sah,साह,सह]
sametti,समेटती,समेत्त
pyria,पाइरिया,पिरिया]
maamalonmen,मामलोंमें,मामालोंमे
braat,बरात,ब्रा
vaiisan,वैइसन,वैसान
villa,विला,विल्
linda,लिंडा,लिंदा
khariya,खरिया,खरिया
chellani,चेलानी,चेल्लन
electronics,इलेक्ट्रॉनिक्स,इलेक्ट्रोनिक्स
rishiraj,ऋषिराज,रिशीरज
udaipur,उदयपुर,उदैपुर
pagla,पगला,पग्ल
ritukaant,ऋतुकांत,रितुकां
kurmi,कुर्मी,कुर्मी
dastaanaa,दस्ताना,दस्ताना
emrald,एमरल्ड,एमराल्
ghumaaee,घुमाई,घुमाई
updraviyon,उपद्रवियों,उपद्रिवोयन
oklahoma,ओक्लाहोमा,ओकलाहाम]#
dharmaraajne,धर्मराजने,धर्मराजने
jhaohuee,झाओहुई,झाहूओ]
uppidan,उप्पीड़न,उपिदान]#
khemik,खेमिक,खेमिक
tugalki,तुगलकी,तुगलकी
duar,दोआर,दुआर
avi,अवि,एवी
jadet,जड़ित,जड़ेट
